Summary,Issue key,Issue Type,Status,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Description,Environment,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (DateTimePicker_TP1),Custom field (Development),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (LargeText_TP1),Custom field (LookupList(Single)_TP1),Custom field (MultiLookupList(Multiple)_TP1),Custom field (MultiLookupList(Multiple)_TP1),Custom field (MultiLookupList(Multiple)_TP1),Custom field (MultiLookupList(Multiple)_TP1),Custom field (MultiLookupList(Multiple)_TP1),Custom field (Number_TP1),Custom field (Rank),Custom field (Story Points),Custom field (String(Text)_TP1),Custom field ([CHART] Date of First Response),Comment,Labels,Labels,Labels
Bug 5085,TP1-5085,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,45,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l85,l1085,RC
Bug 5086,TP1-5086,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,46,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l86,l1086,EnergySelectRSVP
Bug 5087,TP1-5087,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,47,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l87,l1087,Accelerate2.0
Bug 5088,TP1-5088,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,48,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l88,l1088,Accenture
Bug 5089,TP1-5089,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,49,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l89,l1089,Refined-SSUP
Bug 5090,TP1-5090,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,50,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l90,l1090,golden_west_feedback
Bug 5091,TP1-5091,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,51,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l91,l1091,Billing_Programs
Bug 5092,TP1-5092,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,52,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l92,l1092,MeterProfilesForNewRatesandValidations
Bug 5093,TP1-5093,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,53,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l93,l1093,GNG-Correspondence
Bug 5094,TP1-5094,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,54,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l94,l1094,AutoTranserStream
Bug 5095,TP1-5095,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,55,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l95,l1095,Demand
Bug 5096,TP1-5096,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,56,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l96,l1096,Cust360
Bug 5097,TP1-5097,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,57,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l97,l1097,QAA
Bug 5098,TP1-5098,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,58,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l98,l1098,CS
Bug 5099,TP1-5099,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,59,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l99,l1099,MoveInJourney
Bug 5100,TP1-5100,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,60,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l100,l1100,rm-programs
Bug 5101,TP1-5101,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,61,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l101,l1101,impediments
Bug 5102,TP1-5102,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,62,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l102,l1102,AC409
Bug 5103,TP1-5103,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,63,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l103,l1103,equifax
Bug 5104,TP1-5104,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,64,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l104,l1104,FICA
Bug 5105,TP1-5105,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,65,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l105,l1105,BPO-BP
Bug 5106,TP1-5106,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,66,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l106,l1106,Revenue_Management
Bug 5107,TP1-5107,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,67,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l107,l1107,veggie
Bug 5108,TP1-5108,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,68,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l108,l1108,dec
Bug 5109,TP1-5109,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,69,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l109,l1109,build-1.7
Bug 5110,TP1-5110,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,70,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l110,l1110,feb
Bug 5111,TP1-5111,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,71,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l111,l1111,nov
Bug 5112,TP1-5112,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,72,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l112,l1112,jul
Bug 5113,TP1-5113,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,73,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l113,l1113,6.1.6
Bug 5114,TP1-5114,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,74,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l114,l1114,iPod-touch
Bug 5115,TP1-5115,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,75,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l115,l1115,English
Bug 5116,TP1-5116,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,76,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l116,l1116,aug
Bug 5117,TP1-5117,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,77,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l117,l1117,crashlytics
Bug 5118,TP1-5118,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,78,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l118,l1118,AMI
Bug 5119,TP1-5119,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,79,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l119,l1119,isoloutions
Bug 5120,TP1-5120,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,80,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l120,l1120,veg2
Bug 5121,TP1-5121,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,81,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l121,l1121,ReadyForBuild
Bug 5122,TP1-5122,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,82,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l122,l1122,AC291
Bug 5123,TP1-5123,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,83,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l123,l1123,WMSOptimization
Bug 5124,TP1-5124,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,84,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l124,l1124,CRM
Bug 5125,TP1-5125,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,85,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l125,l1125,SBI
Bug 5126,TP1-5126,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,86,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l126,l1126,ARM
Bug 5127,TP1-5127,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,87,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l127,l1127,CGI
Bug 5128,TP1-5128,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,88,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l128,l1128,#551
Bug 5129,TP1-5129,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,89,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l129,l1129,Meals
Bug 5130,TP1-5130,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,90,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l130,l1130,Patch-B
Bug 5131,TP1-5131,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,91,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l131,l1131,Finance
Bug 5132,TP1-5132,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,92,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l132,l1132,GNG-Other
Bug 5133,TP1-5133,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,93,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l133,l1133,Gil
Bug 5134,TP1-5134,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,94,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l134,l1134,WEBFORMSCONVERSION
Bug 5135,TP1-5135,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,95,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l135,l1135,PEMA2
Bug 5136,TP1-5136,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,96,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l136,l1136,CollectionsNotifications
Bug 5137,TP1-5137,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,97,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l137,l1137,Bonnie
Bug 5138,TP1-5138,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,98,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l138,l1138,RateMaintenance
Bug 5139,TP1-5139,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,99,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l139,l1139,V-EFFICIENCY/TIMESAVING
Bug 5140,TP1-5140,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,100,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l140,l1140,BPO-Programs
Bug 5141,TP1-5141,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,101,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l141,l1141,PFG
Bug 5142,TP1-5142,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,102,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l142,l1142,CreditCard
Bug 5143,TP1-5143,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,103,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l143,l1143,RainyDay
Bug 5144,TP1-5144,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,104,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l144,l1144,PaybyPhone
Bug 5145,TP1-5145,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,105,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l145,l1145,NetworkUpgrade
Bug 5146,TP1-5146,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,106,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l146,l1146,pando
Bug 5147,TP1-5147,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,107,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l147,l1147,Mohan_Naik
Bug 5148,TP1-5148,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,108,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l148,l1148,Network
Bug 5149,TP1-5149,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,109,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l149,l1149,EAI
Bug 5150,TP1-5150,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,110,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l150,l1150,Field_Service
Bug 5151,TP1-5151,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,111,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l151,l1151,ACC113
Bug 5152,TP1-5152,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,112,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l152,l1152,Feature3
Bug 5153,TP1-5153,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,113,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l153,l1153,Self_Enrollment
Bug 5154,TP1-5154,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,114,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l154,l1154,Statementing
Bug 5155,TP1-5155,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,115,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l155,l1155,NetMetering
Bug 5156,TP1-5156,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,116,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l156,l1156,PastDue/PaymentReminders
Bug 5157,TP1-5157,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,117,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l157,l1157,Partner
Bug 5158,TP1-5158,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,118,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l158,l1158,Outside_Sales
Bug 5159,TP1-5159,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,119,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l159,l1159,Service
Bug 5160,TP1-5160,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,120,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l160,l1160,Sales
Bug 5161,TP1-5161,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,121,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l161,l1161,Customer_Community
Bug 5162,TP1-5162,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,122,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l162,l1162,Marketing
Bug 5163,TP1-5163,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,123,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l163,l1163,Partner_Community
Bug 5164,TP1-5164,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,124,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l164,l1164,Product_Mgmt
Bug 5165,TP1-5165,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,125,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l165,l1165,Partner_Relationship_Mgmt
Bug 5166,TP1-5166,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,126,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l166,l1166,feature/LEAF-2797
Bug 5167,TP1-5167,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,127,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l167,l1167,RIO
Bug 5168,TP1-5168,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,128,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l168,l1168,Ranking
Bug 5169,TP1-5169,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,129,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l169,l1169,WMNUC
Bug 5170,TP1-5170,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,130,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l170,l1170,Accomplishment
Bug 5171,TP1-5171,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,131,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l171,l1171,FIRSTRELEASE
Bug 5172,TP1-5172,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,132,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l172,l1172,VOCADOBEDEFECTS
Bug 5173,TP1-5173,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,133,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l173,l1173,DistPlan
Bug 5174,TP1-5174,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,134,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l174,l1174,DannelleDavis
